0.677,0.8561,40.4
0.677,0.8565,43.4
0.677,0.8588,44.4
0.6781,0.8554,43.0
0.6801,0.8555,41.4
0.6801,0.8555,42.0
0.6801,0.8563,40.6
0.6801,0.8567,41.0
0.6801,0.858,44.2
0.6801,0.8594,42.8
0.6801,0.8597,38.8
0.6832,0.8565,41.2
0.6832,0.8571,43.8
0.6832,0.8575,43.6
0.6832,0.859,41.6
0.6832,0.8594,44.8
0.6832,0.8604,46.4
0.6832,0.861,47.0
0.6832,0.8616,47.4
0.6863,0.8588,42.2
0.6863,0.8595,44.6
0.6863,0.8596,41.8
0.6863,0.8598,42.6
0.6875,0.8613,48.2
0.6894,0.859,45.0
0.6894,0.862,42.4
0.6894,0.8624,46.6
0.6894,0.8633,45.6
0.6894,0.8637,45.8
0.6906,0.8613,47.8
0.6906,0.8625,49.4
0.6906,0.8657,49.2
0.6925,0.8631,45.4
0.6925,0.8643,47.2
0.6925,0.8652,46.0
0.6957,0.8631,48.6
0.6957,0.864,45.2
0.6957,0.8682,48.4
0.6988,0.8637,49.0
0.6988,0.8648,48.8
0.6988,0.8653,46.2
0.6988,0.8666,46.8
0.705,0.865,49.6
0.705,0.8658,47.6
0.705,0.8669,48.0
