0.1366,0.1765,0.2
0.1708,0.3263,0.4
0.2298,0.4435,0.8
0.2298,0.4876,0.6
0.3199,0.5553,1.0
0.3354,0.5684,1.2
0.3875,0.6172,1.4
0.4156,0.6391,1.6
0.441,0.6733,2.0
0.4472,0.6618,1.8
0.4969,0.7014,2.2
0.5,0.7189,2.4
0.5435,0.735,2.6
0.5559,0.7623,3.0
0.5652,0.736,2.8
0.5807,0.7622,3.4
0.587,0.7721,3.6
0.5901,0.7801,3.2
0.6156,0.7872,3.8
0.6242,0.8015,4.2
0.6273,0.8119,4.8
0.6312,0.7899,4.0
0.6335,0.8094,4.4
0.6522,0.8146,4.6
0.6563,0.8355,6.2
0.6584,0.8183,5.0
0.6584,0.8191,5.2
0.6646,0.8349,5.8
0.6646,0.84,6.0
0.6677,0.8337,5.4
0.6677,0.8338,5.6
0.6677,0.8444,6.8
0.6677,0.8467,6.6
0.6801,0.8437,7.0
0.6801,0.848,6.4
0.6801,0.8543,7.2
0.6832,0.8477,8.2
0.6832,0.8492,7.4
0.6863,0.853,7.6
0.6894,0.8566,7.8
0.6925,0.8518,8.0
0.6988,0.8592,8.6
0.7019,0.857,9.0
0.7019,0.8653,9.2
0.705,0.8652,9.4
0.705,0.8698,10.0
0.7081,0.8591,8.8
0.7081,0.8639,8.4
0.7112,0.8611,9.8
0.7143,0.8613,9.6
0.7143,0.8692,10.8
0.7174,0.8695,10.6
0.7174,0.8724,12.8
0.7174,0.8726,10.2
0.7205,0.8717,12.0
0.7205,0.8723,11.6
0.7219,0.8715,11.4
0.725,0.8718,11.0
0.7267,0.8746,11.2
0.7267,0.8757,10.4
0.7267,0.8786,14.2
0.7267,0.8827,14.4
0.7298,0.8734,12.4
0.7298,0.8768,12.6
0.7298,0.8793,11.8
0.7298,0.882,13.6
0.7329,0.8859,16.6
0.7344,0.8857,16.2
0.736,0.8833,13.0
0.736,0.8847,13.8
0.736,0.8849,14.0
0.736,0.8857,13.4
0.736,0.8866,14.6
0.736,0.8866,13.2
0.736,0.8874,15.0
0.736,0.8892,16.8
0.7391,0.8849,15.8
0.7422,0.8841,12.2
0.7422,0.8909,17.2
0.7422,0.8954,21.0
0.7453,0.8907,14.8
0.7469,0.8871,15.2
0.7484,0.8886,16.0
0.7484,0.89,17.0
0.7484,0.8909,17.6
0.7484,0.8934,17.8
0.7484,0.8947,19.2
0.75,0.896,21.4
0.7516,0.8909,15.6
0.7516,0.8916,15.4
0.7516,0.8918,16.4
