0.0439,0.239,0.4
0.0473,0.226,0.2
0.0676,0.2754,0.6
0.0878,0.3947,0.8
0.1047,0.4196,1.0
0.1453,0.4624,1.2
0.1655,0.4742,1.4
0.223,0.5469,1.6
0.2635,0.5824,1.8
0.2939,0.6061,2.0
0.3007,0.5894,2.2
0.3041,0.6225,2.6
0.3311,0.6368,2.4
0.3412,0.6314,2.8
0.3621,0.6538,3.6
0.3716,0.6406,3.2
0.3716,0.6636,3.0
0.3724,0.6589,3.4
0.3818,0.6745,3.8
0.3953,0.6928,4.0
0.4122,0.6989,4.2
0.4291,0.7124,4.4
0.4358,0.727,4.6
0.4392,0.7201,4.8
0.4459,0.7232,5.0
0.4527,0.7281,5.4
0.4595,0.7321,5.2
0.4662,0.7483,5.6
0.473,0.7492,5.8
0.4797,0.7551,6.2
0.4865,0.7583,6.0
0.4899,0.7547,6.4
0.4932,0.7691,7.8
0.5034,0.7787,7.2
0.5068,0.7747,6.8
0.5101,0.7796,7.0
0.5135,0.7812,7.6
0.5169,0.7812,7.4
0.5203,0.7799,6.6
0.527,0.7978,8.4
0.5276,0.7972,9.2
0.5405,0.7973,8.0
0.5473,0.8018,11.2
0.5473,0.8117,9.8
0.5541,0.8024,8.2
0.5541,0.8071,10.2
0.5541,0.8071,10.4
0.5574,0.8057,8.6
0.5608,0.8038,8.8
0.5608,0.8058,9.4
0.5608,0.8099,10.0
0.5608,0.811,9.6
0.5642,0.8121,9.0
0.5655,0.8173,11.0
0.5655,0.8179,12.2
0.5676,0.818,11.8
0.5709,0.8115,10.8
0.5709,0.8201,11.6
0.5743,0.8148,12.0
0.5743,0.8157,11.4
0.5743,0.8192,10.6
0.5743,0.8242,13.4
0.5777,0.8223,13.0
0.5777,0.8275,13.2
0.5811,0.8295,13.6
0.5878,0.8279,12.8
0.5878,0.8282,12.4
0.5878,0.8322,12.6
0.5912,0.8328,15.2
0.5912,0.837,15.0
0.598,0.8332,14.0
0.598,0.834,14.6
0.598,0.8363,14.2
0.6,0.8386,14.4
0.6047,0.8331,14.8
0.6081,0.8254,13.8
0.6081,0.8372,15.4
0.6115,0.8363,16.4
0.6182,0.8375,16.2
0.6182,0.8387,15.6
0.6182,0.8427,16.0
0.6216,0.8417,17.2
0.6216,0.844,16.8
0.6216,0.8441,17.8
0.6241,0.8375,15.8
0.6241,0.8532,19.8
0.625,0.8435,16.6
0.625,0.8448,19.2
0.625,0.8457,18.2
0.6318,0.846,18.6
0.6318,0.8464,18.0
0.6351,0.8449,17.6
0.6351,0.8452,17.0
0.6351,0.8457,18.4
0.6351,0.8493,20.6
0.6385,0.8476,20.8
0.6385,0.8525,21.2
0.6414,0.8469,19.0
0.6419,0.8465,18.8
0.6419,0.8471,19.4
0.6419,0.8482,17.4
0.6453,0.8518,22.2
0.6453,0.8576,20.0
0.6486,0.8447,19.6
0.6486,0.854,20.2
0.6486,0.8568,21.8
0.6486,0.858,21.6
0.652,0.8553,22.6
0.6554,0.8489,21.0
0.6586,0.8585,22.8
0.6588,0.8532,23.4
0.6588,0.8539,20.4
0.6588,0.8576,22.4
0.6588,0.8585,25.8
0.6588,0.8594,24.4
0.6588,0.861,25.6
0.6588,0.8617,25.2
0.6621,0.861,24.6
0.6622,0.8593,23.6
0.6622,0.8594,23.0
0.6622,0.8597,23.2
0.6622,0.8601,24.8
0.6622,0.8606,22.0
0.6622,0.8608,25.4
0.6622,0.8635,24.0
0.6655,0.8565,21.4
0.6655,0.8574,23.8
0.6655,0.861,24.2
0.6655,0.8632,27.0
0.6655,0.8638,27.4
0.6655,0.865,27.2
0.6655,0.8654,26.4
0.6655,0.8657,26.8
0.6655,0.8663,26.6
0.6655,0.8677,28.2
0.6689,0.8617,26.2
0.6689,0.8623,25.0
0.6689,0.8644,27.6
0.6689,0.8668,30.2
0.6689,0.873,32.2
0.669,0.8668,26.0
0.669,0.8703,31.6
0.6723,0.8654,28.0
0.6723,0.8656,28.6
0.6723,0.8657,28.4
0.6723,0.8696,29.2
0.6723,0.87,29.8
0.6723,0.8708,28.8
