0.6216,0.818,38.8
0.6216,0.8216,41.4
0.6216,0.8218,40.2
0.6241,0.8262,46.6
0.625,0.8209,40.6
0.625,0.8223,42.0
0.625,0.8239,42.8
0.625,0.8249,41.2
0.625,0.8256,42.2
0.6276,0.831,48.4
0.6276,0.8327,49.6
0.6284,0.8202,41.6
0.6284,0.8247,42.6
0.6284,0.825,43.0
0.6284,0.825,43.2
0.6284,0.8256,43.6
0.6284,0.8269,43.4
0.6284,0.8274,45.8
0.6284,0.8275,44.8
0.6284,0.8276,42.4
0.6284,0.8289,43.8
0.6284,0.8291,44.0
0.6284,0.8291,44.4
0.6284,0.8297,44.6
0.6284,0.83,45.6
0.6284,0.8311,47.0
0.6284,0.8317,45.4
0.6284,0.8333,47.4
0.6284,0.8334,45.2
0.6318,0.8284,45.0
0.6318,0.829,46.0
0.6318,0.8311,44.2
0.6318,0.8319,46.4
0.6318,0.8325,46.8
0.6318,0.8329,47.6
0.6318,0.8332,46.2
0.6318,0.8333,47.2
0.6318,0.8344,48.2
0.6318,0.8346,47.8
0.6318,0.8348,48.8
0.6318,0.835,49.2
0.6318,0.836,48.0
0.6318,0.836,48.6
0.6318,0.837,49.0
0.6318,0.8373,49.4
